13:23:48.7,Node3,-47
13:23:48.7,Node2,-59
13:23:48.7,Node1,-51
13:23:48.7,Node0,-61
13:23:48.7,Node5,-50
13:24:3.634,Node3,-47
13:24:3.634,Node2,-62
13:24:3.634,Node1,-48
13:24:3.634,Node0,-62
13:24:3.634,Node5,-50
13:24:18.574,Node3,-47
13:24:18.574,Node2,-60
13:24:18.574,Node1,-48
13:24:18.574,Node0,-62
13:24:18.574,Node5,-50
13:24:35.479,Node3,-47
13:24:35.479,Node2,-61
13:24:35.479,Node1,-48
13:24:35.479,Node0,-60
13:24:35.479,Node5,-49
13:24:50.437,Node3,-48
13:24:50.437,Node2,-60
13:24:50.437,Node1,-48
13:24:50.437,Node0,-59
13:24:50.437,Node5,-48
13:25:7.36,Node3,-49
13:25:7.36,Node2,-61
13:25:7.36,Node1,-48
13:25:7.36,Node0,-60
13:25:7.36,Node5,-52
13:25:24.288,Node3,-48
13:25:24.288,Node2,-59
13:25:24.288,Node1,-49
13:25:24.288,Node0,-61
13:25:24.288,Node5,-50
13:25:39.183,Node3,-50
13:25:39.183,Node2,-60
13:25:39.183,Node1,-49
13:25:39.183,Node0,-60
13:25:39.183,Node5,-50
13:25:56.135,Node3,-48
13:25:56.135,Node2,-51
13:25:56.135,Node1,-49
13:25:56.135,Node0,-58
13:25:56.135,Node5,-50
13:26:13.062,Node3,-49
13:26:13.062,Node2,-60
13:26:13.062,Node1,-48
13:26:13.062,Node0,-59
13:26:13.062,Node5,-50
13:26:27.986,Node3,-49
13:26:27.986,Node2,-58
13:26:27.986,Node1,-47
13:26:27.986,Node0,-60
13:26:27.986,Node5,-51
13:26:50.895,Node3,-48
13:26:50.895,Node2,-62
13:26:50.895,Node1,-48
13:26:50.895,Node0,-57
13:26:50.895,Node5,-49
13:27:7.811,Node3,-48
13:27:7.811,Node2,-61
13:27:7.811,Node1,-48
13:27:7.811,Node0,-55
13:27:7.811,Node5,-50
13:27:22.72,Node3,-48
13:27:22.72,Node2,-59
13:27:22.72,Node1,-49
13:27:22.72,Node0,-58
13:27:22.72,Node5,-51
13:27:39.606,Node3,-48
13:27:39.606,Node2,-58
13:27:39.606,Node1,-48
13:27:39.606,Node0,-58
13:27:39.606,Node5,-50
13:27:56.537,Node3,-47
13:27:56.537,Node2,-59
13:27:56.537,Node1,-49
13:27:56.537,Node0,-60
13:27:56.537,Node5,-52
13:28:13.459,Node3,-48
13:28:13.459,Node2,-58
13:28:13.459,Node1,-49
13:28:13.459,Node0,-58
13:28:13.459,Node5,-49
13:28:28.414,Node3,-49
13:28:28.414,Node2,-63
13:28:28.414,Node1,-49
13:28:28.414,Node0,-60
13:28:28.414,Node5,-50
13:28:45.327,Node3,-48
13:28:45.327,Node2,-60
13:28:45.327,Node1,-48
13:28:45.327,Node0,-59
13:28:45.327,Node5,-50
13:29:2.244,Node3,-50
13:29:2.244,Node2,-58
13:29:2.244,Node1,-48
13:29:2.244,Node0,-58
13:29:2.244,Node5,-50
13:29:19.118,Node3,-47
13:29:19.118,Node2,-63
13:29:19.118,Node1,-48
13:29:19.118,Node0,-58
13:29:19.118,Node5,-50
13:29:36.031,Node3,-47
13:29:36.031,Node2,-59
13:29:36.031,Node1,-50
13:29:36.031,Node0,-52
13:29:36.031,Node5,-50
13:29:59.047,Node3,-48
13:29:59.047,Node2,-60
13:29:59.047,Node1,-49
13:29:59.047,Node0,-59
13:29:59.047,Node5,-50
13:30:13.978,Node3,-46
13:30:13.978,Node2,-59
13:30:13.978,Node1,-50
13:30:13.978,Node0,-58
13:30:13.978,Node5,-50
13:30:30.884,Node3,-47
13:30:30.884,Node2,-61
13:30:30.884,Node1,-48
13:30:30.884,Node0,-58
13:30:30.884,Node5,-51
13:30:47.87,Node3,-47
13:30:47.87,Node2,-61
13:30:47.87,Node1,-48
13:30:47.87,Node0,-58
13:30:47.87,Node5,-49
13:31:2.784,Node3,-46
13:31:2.784,Node2,-62
13:31:2.784,Node1,-49
13:31:2.784,Node0,-57
13:31:2.784,Node5,-50
13:31:19.703,Node3,-47
13:31:19.703,Node2,-59
13:31:19.703,Node1,-49
13:31:19.703,Node0,-59
13:31:19.703,Node5,-49
13:31:36.617,Node3,-48
13:31:36.617,Node2,-54
13:31:36.617,Node1,-48
13:31:36.617,Node0,-61
13:31:36.617,Node5,-50
13:31:53.544,Node3,-47
13:31:53.544,Node2,-59
13:31:53.544,Node1,-48
13:31:53.544,Node0,-58
13:31:53.544,Node5,-50
13:32:8.441,Node3,-47
13:32:8.441,Node2,-58
13:32:8.441,Node1,-48
13:32:8.441,Node0,-59
13:32:8.441,Node5,-50
13:32:23.38,Node3,-48
13:32:23.38,Node2,-59
13:32:23.38,Node1,-49
13:32:23.38,Node0,-58
13:32:23.38,Node5,-50
13:32:40.322,Node3,-46
13:32:40.322,Node2,-60
13:32:40.322,Node1,-49
13:32:40.322,Node0,-60
13:32:40.322,Node5,-51
13:33:1.312,Node3,-46
13:33:1.312,Node2,-60
13:33:1.312,Node1,-49
13:33:1.312,Node0,-61
13:33:1.312,Node5,-50
13:33:18.308,Node3,-61
13:33:18.308,Node2,-61
13:33:18.308,Node1,-48
13:33:18.308,Node0,-59
13:33:18.308,Node5,-50
13:33:35.212,Node3,-58
13:33:35.212,Node2,-61
13:33:35.212,Node1,-49
13:33:35.212,Node0,-59
13:33:35.212,Node5,-50
13:33:50.152,Node3,-52
13:33:50.152,Node2,-62
13:33:50.152,Node1,-50
13:33:50.152,Node0,-60
13:33:50.152,Node5,-50
13:34:5.065,Node3,-54
13:34:5.065,Node2,-59
13:34:5.065,Node1,-50
13:34:5.065,Node0,-59
13:34:5.065,Node5,-50
13:34:22.489,Node3,-58
13:34:22.489,Node2,-60
13:34:22.489,Node1,-49
13:34:22.489,Node0,-61
13:34:22.489,Node5,-50
13:35:55.483,Node3,-57
13:35:55.483,Node2,-58
13:35:55.483,Node1,-50
13:35:55.483,Node0,-56
13:35:55.483,Node5,-50
13:36:10.408,Node3,-57
13:36:10.408,Node2,-60
13:36:10.408,Node1,-49
13:36:10.408,Node0,-59
13:36:10.408,Node5,-50
13:36:25.319,Node3,-58
13:36:25.319,Node2,-59
13:36:25.319,Node1,-48
13:36:25.319,Node0,-58
13:36:25.319,Node5,-50
13:36:40.237,Node3,-57
13:36:40.237,Node2,-59
13:36:40.237,Node1,-49
13:36:40.237,Node0,-59
13:36:40.237,Node5,-50
13:36:57.144,Node3,-59
13:36:57.144,Node2,-59
13:36:57.144,Node1,-48
13:36:57.144,Node0,-58
13:36:57.144,Node5,-50
13:37:18.069,Node3,-58
13:37:18.069,Node2,-59
13:37:18.069,Node1,-48
13:37:18.069,Node0,-58
13:37:18.069,Node5,-51
13:37:34.981,Node3,-56
13:37:34.981,Node2,-59
13:37:34.981,Node1,-48
13:37:34.981,Node0,-58
13:37:34.981,Node5,-49
13:37:51.906,Node3,-55
13:37:51.906,Node2,-44
13:37:51.906,Node1,-49
13:37:51.906,Node0,-58
13:37:51.906,Node5,-52
13:38:6.81,Node3,-55
13:38:6.81,Node2,-44
13:38:6.81,Node1,-48
13:38:6.81,Node0,-59
13:38:6.81,Node5,-50
13:38:23.766,Node3,-57
13:38:23.766,Node2,-44
13:38:23.766,Node1,-48
13:38:23.766,Node0,-58
13:38:23.766,Node5,-51
13:38:40.664,Node3,-56
13:38:40.664,Node2,-44
13:38:40.664,Node1,-48
13:38:40.664,Node0,-59
13:38:40.664,Node5,-50
13:38:57.575,Node3,-57
13:38:57.575,Node2,-44
13:38:57.575,Node1,-48
13:38:57.575,Node0,-58
13:38:57.575,Node5,-50
13:39:12.473,Node3,-56
13:39:12.473,Node2,-44
13:39:12.473,Node1,-48
13:39:12.473,Node0,-58
13:39:12.473,Node5,-51
13:39:29.404,Node3,-55
13:39:29.404,Node2,-44
13:39:29.404,Node1,-48
13:39:29.404,Node0,-58
13:39:29.404,Node5,-50
13:39:44.296,Node3,-55
13:39:44.296,Node2,-44
13:39:44.296,Node1,-48
13:39:44.296,Node0,-58
13:39:44.296,Node5,-51
13:39:59.197,Node3,-56
13:39:59.197,Node2,-44
13:39:59.197,Node1,-48
13:39:59.197,Node0,-57
13:39:59.197,Node5,-50
13:40:22.107,Node3,-55
13:40:22.107,Node2,-43
13:40:22.107,Node1,-48
13:40:22.107,Node0,-57
13:40:22.107,Node5,-52
13:40:37.005,Node3,-55
13:40:37.005,Node2,-44
13:40:37.005,Node1,-48
13:40:37.005,Node0,-58
13:40:37.005,Node5,-52
13:40:53.921,Node3,-56
13:40:53.921,Node2,-44
13:40:53.921,Node1,-48
13:40:53.921,Node0,-58
13:40:53.921,Node5,-52
13:41:8.812,Node3,-56
13:41:8.812,Node2,-44
13:41:8.812,Node1,-48
13:41:8.812,Node0,-58
13:41:8.812,Node5,-52
13:41:25.729,Node3,-55
13:41:25.729,Node2,-44
13:41:25.729,Node1,-48
13:41:25.729,Node0,-58
13:41:25.729,Node5,-51
13:41:42.628,Node3,-55
13:41:42.628,Node2,-44
13:41:42.628,Node1,-48
13:41:42.628,Node0,-58
13:41:42.628,Node5,-52
13:41:57.528,Node3,-56
13:41:57.528,Node2,-44
13:41:57.528,Node1,-48
13:41:57.528,Node0,-58
13:41:57.528,Node5,-52
13:42:14.431,Node3,-56
13:42:14.431,Node2,-44
13:42:14.431,Node1,-48
13:42:14.431,Node0,-58
13:42:14.431,Node5,-53
13:42:29.354,Node3,-55
13:42:29.354,Node2,-44
13:42:29.354,Node1,-48
13:42:29.354,Node0,-58
13:42:29.354,Node5,-53
13:42:46.255,Node3,-56
13:42:46.255,Node2,-44
13:42:46.255,Node1,-48
13:42:46.255,Node0,-58
13:42:46.255,Node5,-52
13:43:1.155,Node3,-55
13:43:1.155,Node2,-44
13:43:1.155,Node1,-48
13:43:1.155,Node0,-58
13:43:1.155,Node5,-50
13:43:24.116,Node3,-56
13:43:24.116,Node2,-44
13:43:24.116,Node1,-48
13:43:24.116,Node0,-57
13:43:24.116,Node5,-52
13:43:41.047,Node3,-56
13:43:41.047,Node2,-44
13:43:41.047,Node1,-49
13:43:41.047,Node0,-58
13:43:41.047,Node5,-52
13:43:55.92,Node3,-56
13:43:55.92,Node2,-44
13:43:55.92,Node1,-49
13:43:55.92,Node0,-58
13:43:55.92,Node5,-56
13:44:12.813,Node3,-56
13:44:12.813,Node2,-44
13:44:12.813,Node1,-49
13:44:12.813,Node0,-58
13:44:12.813,Node5,-53
13:44:27.718,Node3,-55
13:44:27.718,Node2,-44
13:44:27.718,Node1,-48
13:44:27.718,Node0,-58
13:44:27.718,Node5,-56
13:44:44.632,Node3,-56
13:44:44.632,Node2,-44
13:44:44.632,Node1,-48
13:44:44.632,Node0,-58
13:44:44.632,Node5,-57
13:44:59.533,Node3,-55
13:44:59.533,Node2,-44
13:44:59.533,Node1,-48
13:44:59.533,Node0,-58
13:44:59.533,Node5,-57
13:45:16.45,Node3,-55
13:45:16.45,Node2,-44
13:45:16.45,Node1,-48
13:45:16.45,Node0,-59
13:45:16.45,Node5,-56
13:45:31.38,Node3,-55
13:45:31.38,Node2,-44
13:45:31.38,Node1,-48
13:45:31.38,Node0,-58
13:45:31.38,Node5,-57
13:45:46.306,Node3,-55
13:45:46.306,Node2,-44
13:45:46.306,Node1,-48
13:45:46.306,Node0,-58
13:45:46.306,Node5,-56
13:46:3.236,Node3,-55
13:46:3.236,Node2,-44
13:46:3.236,Node1,-48
13:46:3.236,Node0,-58
13:46:3.236,Node5,-53
13:46:26.156,Node3,-55
13:46:26.156,Node2,-44
13:46:26.156,Node1,-48
13:46:26.156,Node0,-58
13:46:26.156,Node5,-54
13:46:43.086,Node3,-55
13:46:43.086,Node2,-44
13:46:43.086,Node1,-48
13:46:43.086,Node0,-58
13:46:43.086,Node5,-56
13:46:59.996,Node3,-55
13:46:59.996,Node2,-44
13:46:59.996,Node1,-48
13:46:59.996,Node0,-59
13:46:59.996,Node5,-53
13:47:14.93,Node3,-56
13:47:14.93,Node2,-44
13:47:14.93,Node1,-48
13:47:14.93,Node0,-58
13:47:14.93,Node5,-56
13:47:31.851,Node3,-55
13:47:31.851,Node2,-44
13:47:31.851,Node1,-48
13:47:31.851,Node0,-60
13:47:31.851,Node5,-57
13:47:48.766,Node3,-55
13:47:48.766,Node2,-44
13:47:48.766,Node1,-48
13:47:48.766,Node0,-59
13:47:48.766,Node5,-54
13:48:3.711,Node3,-55
13:48:3.711,Node2,-44
13:48:3.711,Node1,-48
13:48:3.711,Node0,-59
13:48:3.711,Node5,-55
13:48:20.677,Node3,-55
13:48:20.677,Node2,-44
13:48:20.677,Node1,-48
13:48:20.677,Node0,-59
13:48:20.677,Node5,-58
13:48:37.6,Node3,-56
13:48:37.6,Node2,-44
13:48:37.6,Node1,-48
13:48:37.6,Node0,-59
13:48:37.6,Node5,-56
13:48:52.499,Node3,-56
13:48:52.499,Node2,-44
13:48:52.499,Node1,-48
13:48:52.499,Node0,-59
13:48:52.499,Node5,-55
13:49:9.396,Node3,-55
13:49:9.396,Node2,-44
13:49:9.396,Node1,-48
13:49:9.396,Node0,-58
13:49:9.396,Node5,-53
13:49:30.323,Node3,-56
13:49:30.323,Node2,-44
13:49:30.323,Node1,-48
13:49:30.323,Node0,-58
13:49:30.323,Node5,-53
13:49:47.234,Node3,-56
13:49:47.234,Node2,-44
13:49:47.234,Node1,-48
13:49:47.234,Node0,-58
13:49:47.234,Node5,-53
13:50:4.179,Node3,0
13:50:19.126,Node3,-57
13:50:19.126,Node2,-43
13:50:19.126,Node1,-49
13:50:19.126,Node0,-57
13:50:19.126,Node5,-53
13:50:36.061,Node3,-56
13:50:36.061,Node2,-44
13:50:36.061,Node1,-49
13:50:36.061,Node0,-57
13:50:36.061,Node5,-54
13:50:50.991,Node3,-54
13:50:50.991,Node2,-43
13:50:50.991,Node1,-48
13:50:50.991,Node0,-57
13:50:50.991,Node5,-52
13:51:7.926,Node3,-55
13:51:7.926,Node2,-43
13:51:7.926,Node1,-48
13:51:7.926,Node0,-57
13:51:7.926,Node5,-52
13:51:24.886,Node3,-57
13:51:24.886,Node2,-44
13:51:24.886,Node1,-48
13:51:24.886,Node0,-56
13:51:24.886,Node5,-56
13:51:39.815,Node3,-57
13:51:39.815,Node2,-44
13:51:39.815,Node1,-48
13:51:39.815,Node0,-57
13:51:39.815,Node5,-52
13:51:56.785,Node3,-58
13:51:56.785,Node2,-43
13:51:56.785,Node1,-48
13:51:56.785,Node0,-58
13:51:56.785,Node5,-57
13:52:11.705,Node3,-55
13:52:11.705,Node2,-44
13:52:11.705,Node1,-48
13:52:11.705,Node0,-58
13:52:11.705,Node5,-53
13:52:34.62,Node3,-59
13:52:34.62,Node2,-43
13:52:34.62,Node1,-48
13:52:34.62,Node0,-58
13:52:34.62,Node5,-53
13:52:51.539,Node3,-57
13:52:51.539,Node2,-44
13:52:51.539,Node1,-48
13:52:51.539,Node0,-58
13:52:51.539,Node5,-54
13:53:8.438,Node3,-54
13:53:8.438,Node2,-44
13:53:8.438,Node1,-49
13:53:8.438,Node0,-58
13:53:8.438,Node5,-54
13:53:25.331,Node3,-56
13:53:25.331,Node2,-44
13:53:25.331,Node1,-48
13:53:25.331,Node0,-58
13:53:25.331,Node5,-53
13:53:40.243,Node3,-55
13:53:40.243,Node2,-44
13:53:40.243,Node1,-48
13:53:40.243,Node0,-58
13:53:40.243,Node5,-57
13:53:57.154,Node3,-56
13:53:57.154,Node2,-44
13:53:57.154,Node1,-48
13:53:57.154,Node0,-58
13:53:57.154,Node5,-55
13:54:14.078,Node3,-55
13:54:14.078,Node2,-43
13:54:14.078,Node1,-48
13:54:14.078,Node0,-58
13:54:14.078,Node5,-56
13:54:28.985,Node3,-56
13:54:28.985,Node2,-44
13:54:28.985,Node1,-48
13:54:28.985,Node0,-59
13:54:28.985,Node5,-55
13:54:45.872,Node3,-56
13:54:45.872,Node2,-44
13:54:45.872,Node1,-48
13:54:45.872,Node0,-58
13:54:45.872,Node5,-55
13:55:0.809,Node3,-57
13:55:0.809,Node2,-44
13:55:0.809,Node1,-48
13:55:0.809,Node0,-58
13:55:0.809,Node5,-55
13:55:17.71,Node3,-55
13:55:17.71,Node2,-44
13:55:17.71,Node1,-49
13:55:17.71,Node0,-58
13:55:17.71,Node5,-55
13:55:38.626,Node3,-56
13:55:38.626,Node2,-44
13:55:38.626,Node1,-48
13:55:38.626,Node0,-59
13:55:38.626,Node5,-57
13:55:55.563,Node3,-56
13:55:55.563,Node2,-44
13:55:55.563,Node1,-49
13:55:55.563,Node0,-57
13:55:55.563,Node5,-57
13:56:12.459,Node3,-57
13:56:12.459,Node2,-44
13:56:12.459,Node1,-48
13:56:12.459,Node0,-57
13:56:12.459,Node5,-59
13:56:27.346,Node3,-55
13:56:27.346,Node2,-44
13:56:27.346,Node1,-48
13:56:27.346,Node0,-57
13:56:27.346,Node5,-56
13:56:44.257,Node3,-58
13:56:44.257,Node2,-44
13:56:44.257,Node1,-48
13:56:44.257,Node0,-57
13:56:44.257,Node5,-58
13:56:59.164,Node3,-54
13:56:59.164,Node2,-44
13:56:59.164,Node1,-48
13:56:59.164,Node0,-58
13:56:59.164,Node5,-58
13:57:16.099,Node3,-56
13:57:16.099,Node2,-44
13:57:16.099,Node1,-48
13:57:16.099,Node0,-58
13:57:16.099,Node5,-58
13:57:33.033,Node3,-56
13:57:33.033,Node2,-44
13:57:33.033,Node1,-48
13:57:33.033,Node0,-57
13:57:33.033,Node5,-56
13:57:47.931,Node3,-57
13:57:47.931,Node2,-44
13:57:47.931,Node1,-48
13:57:47.931,Node0,-58
13:57:47.931,Node5,-58
13:58:4.864,Node3,-57
13:58:4.864,Node2,-44
13:58:4.864,Node1,-48
13:58:4.864,Node0,-59
13:58:4.864,Node5,-55
13:58:19.817,Node3,-58
13:58:19.817,Node2,-43
13:58:19.817,Node1,-48
13:58:19.817,Node0,-53
13:58:19.817,Node5,-54
13:58:42.761,Node3,-58
13:58:42.761,Node2,-43
13:58:42.761,Node1,-48
13:58:42.761,Node0,-52
13:58:42.761,Node5,-55
13:58:57.657,Node3,-58
13:58:57.657,Node2,-44
13:58:57.657,Node1,-49
13:58:57.657,Node0,-52
13:58:57.657,Node5,-56
13:59:14.553,Node3,-55
13:59:14.553,Node2,-43
13:59:14.553,Node1,-48
13:59:14.553,Node0,-53
13:59:14.553,Node5,-54
13:59:31.452,Node3,-55
13:59:31.452,Node2,-44
13:59:31.452,Node1,-48
13:59:31.452,Node0,-53
13:59:31.452,Node5,-56
13:59:46.353,Node3,-60
13:59:46.353,Node2,-44
13:59:46.353,Node1,-48
13:59:46.353,Node0,-51
13:59:46.353,Node5,-56
14:0:3.281,Node3,-58
14:0:3.281,Node2,-43
14:0:3.281,Node1,-48
14:0:3.281,Node0,-52
14:0:3.281,Node5,-55
14:0:20.254,Node3,-58
14:0:20.254,Node2,-44
14:0:20.254,Node1,-48
14:0:20.254,Node0,-52
14:0:20.254,Node5,-55
14:0:35.199,Node3,-58
14:0:35.199,Node2,-43
14:0:35.199,Node1,-48
14:0:35.199,Node0,-52
14:0:35.199,Node5,-56
14:0:52.126,Node3,-58
14:0:52.126,Node2,-43
14:0:52.126,Node1,-49
14:0:52.126,Node0,-52
14:0:52.126,Node5,-55
14:1:7.011,Node3,-59
14:1:7.011,Node2,-43
14:1:7.011,Node1,-49
14:1:7.011,Node0,-52
14:1:7.011,Node5,-59
14:1:23.919,Node3,-58
14:1:23.919,Node2,-43
14:1:23.919,Node1,-48
14:1:23.919,Node0,-52
14:1:23.919,Node5,-58
14:1:44.872,Node3,-58
14:1:44.872,Node2,-43
14:1:44.872,Node1,-48
14:1:44.872,Node0,-52
14:1:44.872,Node5,-55
14:2:1.794,Node3,-56
14:2:1.794,Node2,-43
14:2:1.794,Node1,-48
14:2:1.794,Node0,-52
14:2:1.794,Node5,-57
14:2:16.705,Node3,-56
14:2:16.705,Node2,-43
14:2:16.705,Node1,-48
14:2:16.705,Node0,-52
14:2:16.705,Node5,-56
14:2:33.62,Node3,-57
14:2:33.62,Node2,-44
14:2:33.62,Node1,-48
14:2:33.62,Node0,-52
14:2:33.62,Node5,-55
14:2:48.507,Node3,-56
14:2:48.507,Node2,-44
14:2:48.507,Node1,-51
14:2:48.507,Node0,-52
14:2:48.507,Node5,-56
14:3:5.441,Node3,-56
14:3:5.441,Node2,-44
14:3:5.441,Node1,-52
14:3:5.441,Node0,-53
14:3:5.441,Node5,-56
14:3:22.36,Node3,-57
14:3:22.36,Node2,-44
14:3:22.36,Node1,-48
14:3:22.36,Node0,-53
14:3:22.36,Node5,-55
14:3:37.266,Node3,-57
14:3:37.266,Node2,-44
14:3:37.266,Node1,-48
14:3:37.266,Node0,-53
14:3:37.266,Node5,-56
14:3:54.189,Node3,-57
14:3:54.189,Node2,-44
14:3:54.189,Node1,-48
14:3:54.189,Node0,-53
14:3:54.189,Node5,-56
14:4:11.124,Node3,-57
14:4:11.124,Node2,-44
14:4:11.124,Node1,-48
14:4:11.124,Node0,-53
14:4:11.124,Node5,-55
14:4:28.065,Node3,-57
14:4:28.065,Node2,-43
14:4:28.065,Node1,-48
14:4:28.065,Node0,-53
14:4:28.065,Node5,-55
14:4:51.049,Node3,-57
14:4:51.049,Node2,-44
14:4:51.049,Node1,-48
14:4:51.049,Node0,-53
14:4:51.049,Node5,-55
14:5:5.965,Node3,-57
14:5:5.965,Node2,-44
14:5:5.965,Node1,-48
14:5:5.965,Node0,-52
14:5:5.965,Node5,-57
14:5:20.936,Node3,-54
14:5:20.936,Node2,-44
14:5:20.936,Node1,-48
14:5:20.936,Node0,-53
14:5:20.936,Node5,-55
14:5:35.878,Node3,-54
14:5:35.878,Node2,-44
14:5:35.878,Node1,-48
14:5:35.878,Node0,-52
14:5:35.878,Node5,-52
14:5:52.794,Node3,-55
14:5:52.794,Node2,-44
14:5:52.794,Node1,-48
14:5:52.794,Node0,-52
14:5:52.794,Node5,-53
14:6:7.707,Node3,-56
14:6:7.707,Node2,-43
14:6:7.707,Node1,-49
14:6:7.707,Node0,-52
14:6:7.707,Node5,-53
14:6:24.628,Node3,-56
14:6:24.628,Node2,-44
14:6:24.628,Node1,-49
14:6:24.628,Node0,-52
14:6:24.628,Node5,-53
14:6:41.563,Node3,-55
14:6:41.563,Node2,-44
14:6:41.563,Node1,-48
14:6:41.563,Node0,-52
14:6:41.563,Node5,-53
14:6:58.507,Node3,-56
14:6:58.507,Node2,-43
14:6:58.507,Node1,-48
14:6:58.507,Node0,-52
14:6:58.507,Node5,-54
14:7:13.454,Node3,-56
14:7:13.454,Node2,-44
14:7:13.454,Node1,-49
14:7:13.454,Node0,-53
14:7:13.454,Node5,-54
14:7:30.356,Node3,-55
14:7:30.356,Node2,-44
14:7:30.356,Node1,-49
14:7:30.356,Node0,-53
14:7:30.356,Node5,-55
14:7:53.35,Node3,-57
14:7:53.35,Node2,-43
14:7:53.35,Node1,-49
14:7:53.35,Node0,-52
14:7:53.35,Node5,-54
14:8:8.246,Node3,-58
14:8:8.246,Node2,-43
14:8:8.246,Node1,-48
14:8:8.246,Node0,-53
14:8:8.246,Node5,-52
14:8:23.141,Node3,-56
14:8:23.141,Node2,-44
14:8:23.141,Node1,-49
14:8:23.141,Node0,-54
14:8:23.141,Node5,-53
14:8:40.069,Node3,-53
14:8:40.069,Node2,-43
14:8:40.069,Node1,-49
14:8:40.069,Node0,-53
14:8:40.069,Node5,-53
14:8:56.959,Node3,-55
14:8:56.959,Node2,-44
14:8:56.959,Node1,-49
14:8:56.959,Node0,-54
14:8:56.959,Node5,-53
14:9:11.84,Node3,-54
14:9:11.84,Node2,-44
14:9:11.84,Node1,-49
14:9:11.84,Node0,-54
14:9:11.84,Node5,-52
14:9:26.795,Node3,-55
14:9:26.795,Node2,-44
14:9:26.795,Node1,-49
14:9:26.795,Node0,-53
14:9:26.795,Node5,-53
14:9:43.73,Node3,-53
14:9:43.73,Node2,-44
14:9:43.73,Node1,-49
14:9:43.73,Node0,-54
14:9:43.73,Node5,-52
14:9:58.625,Node3,-55
14:9:58.625,Node2,-44
14:9:58.625,Node1,-49
14:9:58.625,Node0,-54
14:9:58.625,Node5,-52
14:10:13.56,Node3,-56
14:10:13.56,Node2,-44
14:10:13.56,Node1,-49
14:10:13.56,Node0,-54
14:10:13.56,Node5,-52
14:10:30.522,Node3,-53
14:10:30.522,Node2,-44
14:10:30.522,Node1,-49
14:10:30.522,Node0,-54
14:10:30.522,Node5,-53
14:10:53.476,Node3,-56
14:10:53.476,Node2,-43
14:10:53.476,Node1,-49
14:10:53.476,Node0,-54
14:10:53.476,Node5,-56
14:11:10.429,Node3,-56
14:11:10.429,Node2,-43
14:11:10.429,Node1,-48
14:11:10.429,Node0,-54
