0,0,0
15:55:58.541,Node0,-50
15:55:58.541,Node3,-58
15:55:58.541,Node5,-53
15:55:58.541,Node2,-56
15:56:15.484,Node1,-54
15:56:15.484,Node0,-54
15:56:15.484,Node3,-60
15:56:15.484,Node5,-59
15:56:15.484,Node2,-61
15:56:32.447,Node1,-55
15:56:32.447,Node0,-56
15:56:32.447,Node3,-60
15:56:32.447,Node5,-54
15:56:32.447,Node2,-59
15:56:49.35,Node1,-54
15:56:49.35,Node0,-52
15:56:49.35,Node3,-63
15:56:49.35,Node5,-58
15:56:49.35,Node2,-58
