0,0,0
15:35:51.304,8.0801,6.3378
15:36:8.428,8.1626,5.42
15:36:23.368,8.8003,5.779
15:36:40.306,11.4161,6.8753
15:36:55.158,10.0259,7.5134
15:37:12.053,8.0801,7.745
15:37:31.137,11.5576,13.9036
15:37:46.037,11.3692,16.2815
15:38:1.29,8.4691,14.9701
15:38:18.319,6.5411,15.5223
15:38:35.227,5.9377,12.8698
15:38:56.163,2.4679,9.7702
15:39:13.089,3.818,9.5148
15:39:30.011,6.0498,15.8554
15:39:44.973,7.639,14.1197
15:40:1.904,5.5552,15.294
15:40:18.821,3.0959,17.0757
15:40:33.709,2.9272,13.3072
15:40:50.687,5.8055,14.3096
15:41:7.584,1.5602,13.8804
15:41:22.493,0.14747,15.1646
15:41:39.44,4.0783,14.7458
15:42:2.387,4.8983,13.3594
15:42:19.339,6.4497,12.6471
15:42:34.265,2.5904,10.4009
15:42:51.199,4.8041,9.0842
15:43:8.095,5.2729,8.3411
15:43:25.044,7.9867,13.6426
15:43:40.02,7.8416,12.0041
15:43:56.955,10.7726,12.9432
15:44:13.902,9.3198,12.6188
15:44:28.806,11.1232,11.4447
15:44:43.698,9.5852,8.5477
15:45:6.667,7.9186,6.8771
15:45:23.612,7.529,9.0204
15:45:40.597,5.6794,12.9691
15:45:55.521,5.8765,12.9036
15:46:12.438,6.8181,11.6868
15:46:29.336,5.7014,10.764
15:46:44.256,5.9953,9.7422
15:47:1.191,8.2802,14.0691
15:47:18.116,5.9271,12.7974
15:47:33.004,6.3562,9.0399
15:47:49.888,7.2063,8.3533
15:48:12.844,7.5623,7.4258
15:48:27.734,1.1212,7.6283
15:48:44.703,3.1496,9.1783
15:49:1.643,6.0245,8.3889
15:49:18.531,10.4616,10.3385
15:49:33.464,3.6154,10.8315
15:49:50.36,0.4115,14.2489
15:50:5.269,-0.28269,13.4477
15:50:22.167,3.5523,12.7619
15:50:39.083,1.4216,10.224
15:50:54.001,2.2504,9.9759
15:51:18.963,0.92496,11.7925
15:51:33.915,3.0641,12.5914
15:51:50.798,2.1532,12.8957
15:52:5.727,4.2837,12.9016
15:52:22.675,3.4422,12.3597
15:52:39.613,2.7417,14.5814
15:52:54.505,2.2183,13.9388
15:53:13.405,-3.4107,11.7907
15:53:28.302,-0.061552,8.6003
15:53:45.221,0.79117,9.0012
15:54:0.118,4.0654,7.3991
15:54:23.059,2.0876,7.3777
15:54:37.989,-1.2934,8.2009
15:54:54.907,-0.22696,10.3634
15:55:11.842,0.74357,13.6074
15:55:28.752,3.3258,15.2489
15:55:43.646,2.6306,14.0565
15:55:58.541,4.3143,10.0176
15:56:15.484,2.8056,11.1262
15:56:32.447,4.4494,12.0316
15:56:49.35,1.2171,11.7017
