0,0,0
16:37:53.134,Node3,36.6667
16:37:53.134,Node5,7.6812
16:37:53.134,Node2,29.4203
16:38:10.05,Node1,7.6812
16:38:10.05,Node0,13.4783
16:38:10.05,Node3,33.7681
16:38:10.05,Node5,1.8841
16:38:10.05,Node2,9.1304
16:38:24.99,Node1,6.2319
16:38:24.99,Node0,19.2754
16:38:24.99,Node3,25.0725
16:38:24.99,Node5,3.3333
16:38:24.99,Node2,19.2754
16:38:41.905,Node1,7.6812
16:38:41.905,Node0,14.9275
16:38:41.905,Node3,23.6232
16:38:41.905,Node5,4.7826
16:38:41.905,Node2,17.8261
16:39:4.822,Node1,7.6812
16:39:4.822,Node0,14.9275
16:39:4.822,Node3,26.5217
16:39:4.822,Node5,7.6812
16:39:4.822,Node2,12.029
16:39:21.74,Node1,19.2754
16:39:21.74,Node0,16.3768
16:39:21.74,Node3,38.1159
16:39:21.74,Node5,7.6812
16:39:21.74,Node2,12.029
16:39:36.656,Node1,9.1304
16:39:36.656,Node0,12.029
16:39:36.656,Node3,26.5217
16:39:36.656,Node5,9.1304
16:39:36.656,Node2,7.6812
16:39:55.614,Node1,9.1304
16:39:55.614,Node0,12.029
16:39:55.614,Node3,27.971
16:39:55.614,Node5,6.2319
16:39:55.614,Node2,10.5797
16:40:10.52,Node1,12.029
16:40:10.52,Node0,6.2319
16:40:10.52,Node3,17.8261
16:40:10.52,Node5,4.7826
16:40:10.52,Node2,10.5797
16:40:27.427,Node1,13.4783
16:40:27.427,Node0,10.5797
16:40:27.427,Node3,13.4783
16:40:27.427,Node5,6.2319
16:40:27.427,Node2,6.2319
16:40:42.343,Node1,12.029
16:40:42.343,Node0,9.1304
16:40:42.343,Node3,22.1739
16:40:42.343,Node5,7.6812
16:40:42.343,Node2,19.2754
16:40:59.331,Node1,7.6812
16:40:59.331,Node0,12.029
16:40:59.331,Node3,17.8261
16:40:59.331,Node5,12.029
16:40:59.331,Node2,14.9275
16:41:14.268,Node1,10.5797
16:41:14.268,Node0,9.1304
16:41:14.268,Node3,33.7681
16:41:14.268,Node5,9.1304
16:41:14.268,Node2,12.029
16:41:31.152,Node1,10.5797
16:41:31.152,Node0,13.4783
16:41:31.152,Node3,25.0725
16:41:31.152,Node5,7.6812
16:41:31.152,Node2,12.029
16:41:48.104,Node1,9.1304
16:41:48.104,Node0,9.1304
16:41:48.104,Node3,17.8261
16:41:48.104,Node5,10.5797
16:41:48.104,Node2,14.9275
16:42:9.035,Node1,7.6812
16:42:9.035,Node0,7.6812
16:42:9.035,Node3,20.7246
16:42:9.035,Node5,9.1304
16:42:9.035,Node2,7.6812
16:42:23.945,Node1,9.1304
16:42:23.945,Node0,7.6812
16:42:23.945,Node3,30.8696
16:42:23.945,Node5,4.7826
16:42:23.945,Node2,10.5797
16:42:40.834,Node1,6.2319
16:42:40.834,Node0,9.1304
16:42:40.834,Node3,30.8696
16:42:40.834,Node5,9.1304
16:42:40.834,Node2,13.4783
16:42:57.821,Node1,6.2319
16:42:57.821,Node0,10.5797
16:42:57.821,Node3,27.971
16:42:57.821,Node5,13.4783
16:42:57.821,Node2,13.4783
16:43:14.714,Node1,7.6812
16:43:14.714,Node0,12.029
16:43:14.714,Node3,10.5797
16:43:14.714,Node5,3.3333
16:43:14.714,Node2,12.029
16:43:29.634,Node1,6.2319
16:43:29.634,Node0,6.2319
16:43:29.634,Node3,13.4783
16:43:29.634,Node5,3.3333
16:43:29.634,Node2,13.4783
16:43:46.547,Node1,9.1304
16:43:46.547,Node0,10.5797
16:43:46.547,Node3,22.1739
16:43:46.547,Node5,4.7826
16:43:46.547,Node2,9.1304
16:44:3.515,Node1,10.5797
16:44:3.515,Node0,13.4783
16:44:3.515,Node3,9.1304
16:44:3.515,Node5,4.7826
16:44:3.515,Node2,12.029
16:44:20.444,Node1,9.1304
16:44:20.444,Node0,13.4783
16:44:20.444,Node3,17.8261
16:44:20.444,Node5,6.2319
16:44:20.444,Node2,13.4783
16:44:35.364,Node1,10.5797
16:44:35.364,Node0,12.029
16:44:35.364,Node3,14.9275
16:44:35.364,Node5,6.2319
16:44:35.364,Node2,9.1304
16:44:50.373,Node1,10.5797
16:44:50.373,Node0,9.1304
