16:23:35.218,8.7167,23.9016
16:23:50.413,10.9833,28.7247
16:24:7.417,14.7229,23.7684
16:24:22.352,15.8134,20.9301
16:24:39.327,3.9178,19.8907
16:24:54.263,5.0557,22.1409
16:25:11.177,11.3875,23.1101
16:25:26.106,3.3708,17.3383
16:25:41.046,-1.0845,11.5031
16:25:57.975,-3.5808,4.2657
16:26:14.892,-1.7401,2.0531
16:26:37.832,-7.0422,15.1554
16:26:54.807,-2.6637,11.5632
16:27:11.706,0.80544,21.2854
16:27:26.642,3.2515,14.445
16:27:43.548,9.7814,21.1011
16:28:0.499,16.5266,24.8744
16:28:17.429,9.4493,18.2548
16:28:34.321,1.6146,14.276
16:28:49.24,3.7239,24.2403
16:29:6.161,13.005,27.3644
16:29:21.074,17.3611,22.1359
16:29:44.019,18.8048,19.2553
16:29:56.954,18.2806,19.3759
16:30:13.876,17.7979,21.4436
16:30:30.819,3.9284,20.0497
16:30:45.699,5.2441,20.1742
16:31:2.617,12.5189,22.2073
16:31:17.495,16.3525,23.1906
16:31:34.42,15.4262,21.7058
16:31:49.343,13.2778,22.9531
16:32:4.267,1.9259,18.1019
16:32:21.169,4.0866,21.5269
16:32:42.099,3.0018,14.7516
16:32:57.036,7.6366,21.3755
16:33:13.977,13.0553,22.9729
16:33:30.91,5.8287,17.3509
16:33:45.813,7.3434,21.0935
16:34:2.722,12.3481,24.226
16:34:17.616,15.5312,23.0687
16:52:4.69,16.6189,22.2834
16:52:17.681,16.002,22.4171
16:52:34.595,19.6493,21.1008
16:52:51.495,7.6641,18.2977
16:53:12.42,6.6559,18.0152
16:53:27.366,9.9687,21.2945
16:53:44.306,13.8264,21.6352
16:53:59.216,14.6362,20.9507
16:54:16.154,12.2376,21.3791
16:54:31.032,10.2834,21.3882
16:54:47.984,10.8905,21.6578
16:55:2.926,10.5671,21.3311
16:55:19.824,10.7688,21.3923
16:55:34.753,12.5772,22.7649
16:55:51.693,15.0472,22.7123
16:56:12.618,14.8474,23.1712
16:56:29.54,11.3819,21.6649
16:56:44.465,13.3726,24.7039
16:57:1.382,11.303,24.0603
16:57:18.338,12.2711,22.4314
16:57:33.225,12.7432,22.7472
16:57:48.138,14.3821,24.0602
16:58:5.092,18.4228,24.5935
16:58:22.014,14.5179,22.2215
16:58:36.962,13.5952,22.3909
16:58:53.885,10.8326,22.2948
16:59:14.845,8.9753,21.2387
16:59:31.808,8.2491,20.1909
16:59:46.703,10.2765,20.2924
17:0:3.6,14.3655,20.2172
