15:21:13.766,9.9511,3.4785
15:21:30.667,8.8571,4.7365
15:21:53.565,8.0526,5.4019
15:22:8.469,8.1945,5.0087
15:22:25.361,8.8422,4.3821
15:22:40.245,8.8536,4.4583
15:22:57.163,9.23,4.1838
15:23:12.065,9.1504,3.6939
15:23:26.956,8.9171,3.8102
15:23:43.858,8.6394,3.5157
15:24:0.751,9.0305,4.0717
15:24:15.672,8.1857,4.8474
15:24:32.615,8.6272,4.6972
15:24:55.516,9.8166,3.8907
15:25:10.452,9.1539,3.8107
15:25:25.368,8.2534,4.4972
15:25:42.261,8.2915,4.6388
15:25:59.185,8.1408,4.7971
15:26:14.079,7.6993,5.1149
15:26:30.96,7.5715,4.5977
15:26:45.868,8.3118,4.7956
15:27:0.797,9.7979,4.1983
15:27:15.692,9.414,3.9343
15:27:32.583,7.8644,5.0885
15:27:55.492,7.0602,5.6128
15:28:12.422,8.6957,4.8884
15:28:27.342,9.9121,3.1945
15:28:44.247,9.8422,2.8254
15:28:59.166,11.2998,4.1976
15:29:16.074,10.0788,3.934
15:29:30.967,8.0508,5.3438
15:29:45.902,8.3499,5.1537
15:30:0.797,8.9272,5.1953
15:30:15.694,8.9241,5.5266
15:30:32.59,8.9078,4.9187
15:30:55.499,8.0751,4.795
15:31:12.4,7.053,3.4737
