14:48:34.705,5.0242,7.9653
14:48:51.749,5.3461,8.8829
14:49:8.683,8.2188,7.9969
14:49:23.588,8.8881,7.4993
14:49:38.478,9.3942,6.9417
14:49:55.396,7.3861,7.2502
14:50:10.302,7.2294,6.9648
14:50:25.22,7.9431,7.4715
14:50:42.149,8.625,7.0195
14:50:57.099,9.3217,6.8648
14:51:14.066,7.8426,8.0804
14:51:35.014,6.3406,7.9274
14:51:49.954,7.056,8.2248
14:52:6.889,7.9997,8.2811
14:52:21.806,7.8871,8.7311
14:52:38.729,8.7216,8.5324
14:52:53.623,8.3671,8.763
14:53:8.526,8.315,9.2565
14:53:25.419,8.4248,9.2377
14:53:42.326,6.3598,9.186
14:53:57.225,5.7766,8.0751
14:54:12.135,6.2847,7.5062
14:54:35.067,7.7566,7.1234
14:54:51.983,7.6804,7.8243
14:55:6.874,7.0758,8.7952
14:55:23.783,7.2441,7.9805
14:55:38.698,6.7813,6.905
14:55:55.609,6.019,8.1968
14:56:12.512,5.7327,8.5579
14:56:27.409,7.5187,8.4883
14:56:44.296,8.5601,8.3462
14:57:1.193,8.7902,7.9147
14:57:16.095,8.518,7.351
14:57:39.018,7.1886,6.9353
14:57:53.94,6.7425,6.0002
14:58:10.842,6.8253,6.0123
14:58:25.763,6.8219,7.0456
14:58:42.679,7.3063,7.2426
14:58:59.616,6.3351,7.0884
14:59:14.583,6.4227,6.6361
14:59:31.494,7.53,6.7948
14:59:48.391,6.8183,5.4516
15:0:3.279,8.5595,2.1145
15:0:20.257,10.5494,8.9229
15:0:41.187,11.0001,10.8805
15:0:58.111,10.425,11.6584
