0,0,0
16:4:30.936,Node2,-53
16:4:45.819,Node1,-54
16:4:45.819,Node0,-55
16:4:45.819,Node3,-57
16:4:45.819,Node5,-58
16:4:45.819,Node2,-55
16:5:8.71,Node1,-53
16:5:8.71,Node0,-55
16:5:8.71,Node3,-56
16:5:8.71,Node5,-56
16:5:8.71,Node2,-59
16:5:23.61,Node1,-54
16:5:23.61,Node0,-55
16:5:23.61,Node3,-59
16:5:23.61,Node5,-54
16:5:23.61,Node2,-50
16:5:40.513,Node1,-53
16:5:40.513,Node0,-54
16:5:40.513,Node3,-52
16:5:40.513,Node5,-53
16:5:40.513,Node2,-53
16:5:57.396,Node1,-54
16:5:57.396,Node0,-52
16:5:57.396,Node3,-54
16:5:57.396,Node5,-52
16:5:57.396,Node2,-56
16:6:12.324,Node1,-54
16:6:12.324,Node0,-54
16:6:12.324,Node3,-55
16:6:12.324,Node5,-57
16:6:12.324,Node2,-52
16:6:29.275,Node1,-55
16:6:29.275,Node0,-54
16:6:29.275,Node3,-57
16:6:29.275,Node5,-54
16:6:29.275,Node2,-52
16:6:44.231,Node1,-54
16:6:44.231,Node0,-52
16:6:44.231,Node3,-55
16:6:44.231,Node5,-58
16:6:44.231,Node2,-52
16:7:1.185,Node1,-52
16:7:1.185,Node0,-54
16:7:1.185,Node3,-57
16:7:1.185,Node5,-57
16:7:1.185,Node2,-52
16:7:18.089,Node1,-54
16:7:18.089,Node0,-56
16:7:18.089,Node3,-54
16:7:18.089,Node5,-62
16:7:18.089,Node2,-51
16:7:35.002,Node1,-53
16:7:35.002,Node0,-53
16:7:35.002,Node3,-57
16:7:35.002,Node5,-57
16:7:35.002,Node2,-53
16:7:51.936,Node1,-55
16:7:51.936,Node0,-54
16:7:51.936,Node3,-56
16:7:51.936,Node5,-58
16:7:51.936,Node2,-61
16:8:14.926,Node1,-53
16:8:14.926,Node0,-63
16:8:14.926,Node3,-55
16:8:14.926,Node5,-53
16:8:14.926,Node2,-55
16:8:29.832,Node1,-56
16:8:29.832,Node0,-55
16:8:29.832,Node3,-59
16:8:29.832,Node5,-57
16:8:29.832,Node2,-57
16:8:46.763,Node1,-59
16:8:46.763,Node0,-58
16:8:46.763,Node3,-53
16:8:46.763,Node5,-60
16:8:46.763,Node2,-54
16:9:3.694,Node1,-56
16:9:3.694,Node0,-58
16:9:3.694,Node3,-60
16:9:3.694,Node5,-57
16:9:3.694,Node2,-57
16:9:18.573,Node1,-57
16:9:18.573,Node0,-59
16:9:18.573,Node3,-58
16:9:18.573,Node5,-55
16:9:18.573,Node2,-59
16:9:35.521,Node1,-56
16:9:35.521,Node0,-57
16:9:35.521,Node3,-59
16:9:35.521,Node5,-59
16:9:35.521,Node2,-60
16:9:52.474,Node1,-57
16:9:52.474,Node0,-58
16:9:52.474,Node3,-56
16:9:52.474,Node5,-59
16:9:52.474,Node2,-56
16:10:7.401,Node1,-53
16:10:7.401,Node0,-61
16:10:7.401,Node3,-55
16:10:7.401,Node5,-57
16:10:7.401,Node2,-58
16:10:24.35,Node1,-56
16:10:24.35,Node0,-55
16:10:24.35,Node3,-54
16:10:24.35,Node5,-56
16:10:24.35,Node2,-55
16:10:41.257,Node1,-57
16:10:41.257,Node0,-54
16:10:41.257,Node3,-52
16:10:41.257,Node5,-56
16:10:41.257,Node2,-55
16:10:56.157,Node1,-55
16:10:56.157,Node0,-55
16:10:56.157,Node3,-52
16:10:56.157,Node5,-55
16:10:56.157,Node2,-58
16:11:21.118,Node1,-58
16:11:21.118,Node0,-55
16:11:21.118,Node3,-53
16:11:21.118,Node5,-56
16:11:21.118,Node2,-58
16:11:36.04,Node1,-54
16:11:36.04,Node0,-54
16:11:36.04,Node3,-58
16:11:36.04,Node5,-62
16:11:36.04,Node2,-55
16:11:52.949,Node1,-55
16:11:52.949,Node0,-53
16:11:52.949,Node3,-57
16:11:52.949,Node5,-57
16:11:52.949,Node2,-55
16:12:9.85,Node1,-55
16:12:9.85,Node0,-53
16:12:9.85,Node3,-56
16:12:9.85,Node5,-62
16:12:9.85,Node2,-61
16:12:26.796,Node1,-56
16:12:26.796,Node0,-51
16:12:26.796,Node3,-57
16:12:26.796,Node5,-60
16:12:26.796,Node2,-58
16:12:43.74,Node1,-53
16:12:43.74,Node0,-54
16:12:43.74,Node3,-55
16:12:43.74,Node5,-64
16:12:43.74,Node2,-56
16:12:58.697,Node1,-55
16:12:58.697,Node0,-52
16:12:58.697,Node3,-59
16:12:58.697,Node5,-59
16:12:58.697,Node2,-55
16:13:15.622,Node1,-54
16:13:15.622,Node0,-55
16:13:15.622,Node3,-55
16:13:15.622,Node5,-59
16:13:15.622,Node2,-56
16:13:32.589,Node1,-53
16:13:32.589,Node0,-52
16:13:32.589,Node3,-57
16:13:32.589,Node5,-60
16:13:32.589,Node2,-68
16:13:47.489,Node1,-53
16:13:47.489,Node0,-52
16:13:47.489,Node3,-58
16:13:47.489,Node5,-58
16:13:47.489,Node2,-63
16:14:4.395,Node1,-54
16:14:4.395,Node0,-54
16:14:4.395,Node3,-59
16:14:4.395,Node5,-64
16:14:4.395,Node2,-62
16:14:27.297,Node1,-53
16:14:27.297,Node0,-55
16:14:27.297,Node3,-58
16:14:27.297,Node5,-58
16:14:27.297,Node2,-55
16:14:42.255,Node1,-56
16:14:42.255,Node0,-52
16:14:42.255,Node3,-56
16:14:42.255,Node5,-56
16:14:42.255,Node2,-57
16:14:59.191,Node1,-56
16:14:59.191,Node0,-53
16:14:59.191,Node3,-57
16:14:59.191,Node5,-57
16:14:59.191,Node2,-53
16:15:14.165,Node1,-55
16:15:14.165,Node0,-57
16:15:14.165,Node3,-56
16:15:14.165,Node5,-59
16:15:14.165,Node2,-63
16:15:31.08,Node1,-55
16:15:31.08,Node0,-56
16:15:31.08,Node3,-56
16:15:31.08,Node5,-60
16:15:31.08,Node2,-63
16:15:47.988,Node1,-58
16:15:47.988,Node0,-55
16:15:47.988,Node3,-57
16:15:47.988,Node5,-64
16:15:47.988,Node2,-58
16:16:4.932,Node1,-56
16:16:4.932,Node0,-58
16:16:4.932,Node3,-52
16:16:4.932,Node5,-62
16:16:4.932,Node2,-59
16:16:21.806,Node1,-57
16:16:21.806,Node0,-56
16:16:21.806,Node3,-53
16:16:21.806,Node5,-55
16:16:21.806,Node2,-55
16:16:36.753,Node1,-54
16:16:36.753,Node0,-58
16:16:36.753,Node3,-58
16:16:36.753,Node5,-58
16:16:36.753,Node2,-69
16:16:53.896,Node1,-55
16:16:53.896,Node0,-52
16:16:53.896,Node3,-56
16:16:53.896,Node5,-61
16:16:53.896,Node2,-68
16:17:8.965,Node1,-56
16:17:8.965,Node0,-57
16:17:8.965,Node3,-58
16:17:8.965,Node5,-55
16:17:8.965,Node2,-61
16:17:31.856,Node1,-54
16:17:31.856,Node0,-55
16:17:31.856,Node3,-55
16:17:31.856,Node5,-55
16:17:31.856,Node2,-54
16:17:48.797,Node1,-54
16:17:48.797,Node0,-53
16:17:48.797,Node3,-58
16:17:48.797,Node5,-55
16:17:48.797,Node2,-53
16:18:3.687,Node1,-56
16:18:3.687,Node0,-55
16:18:3.687,Node3,-57
16:18:3.687,Node5,-55
16:18:3.687,Node2,-54
16:18:20.6,Node1,-54
16:18:20.6,Node0,-58
16:18:20.6,Node3,-55
16:18:20.6,Node5,-56
16:18:20.6,Node2,-52
16:18:35.5,Node1,-55
16:18:35.5,Node0,-56
16:18:35.5,Node3,-54
16:18:35.5,Node5,-58
16:18:35.5,Node2,-52
16:18:52.428,Node1,-56
16:18:52.428,Node0,-58
16:18:52.428,Node3,-57
16:18:52.428,Node5,-56
16:18:52.428,Node2,-55
16:19:9.36,Node1,-57
16:19:9.36,Node0,-57
16:19:9.36,Node3,0
16:19:9.36,Node5,-55
16:19:9.36,Node2,-52
16:19:24.255,Node1,-56
16:19:24.255,Node0,-55
16:19:24.255,Node3,-57
16:19:24.255,Node5,-55
16:19:24.255,Node2,-51
16:19:39.13,Node1,-58
16:19:39.13,Node0,-54
16:19:39.13,Node3,-60
16:19:39.13,Node5,-55
16:19:39.13,Node2,-52
16:19:56.073,Node1,-56
16:19:56.073,Node0,-53
16:19:56.073,Node3,-56
16:19:56.073,Node5,-55
16:19:56.073,Node2,-52
16:20:12.969,Node1,-57
16:20:12.969,Node0,-55
16:20:12.969,Node3,-57
16:20:12.969,Node5,-53
16:20:12.969,Node2,-52
16:20:35.896,Node1,-60
16:20:35.896,Node0,-55
16:20:35.896,Node3,-58
16:20:35.896,Node5,-55
16:20:35.896,Node2,-53
16:20:52.833,Node1,-56
16:20:52.833,Node0,-52
16:20:52.833,Node3,-57
16:20:52.833,Node5,-58
16:20:52.833,Node2,-53
16:21:7.782,Node1,-56
16:21:7.782,Node0,-53
16:21:7.782,Node3,-55
16:21:7.782,Node5,-59
16:21:7.782,Node2,-52
16:21:24.749,Node1,-57
16:21:24.749,Node0,-57
16:21:24.749,Node3,-62
16:21:24.749,Node5,-57
16:21:24.749,Node2,-52
16:21:39.696,Node1,-59
16:21:39.696,Node0,-57
16:21:39.696,Node3,-59
16:21:39.696,Node5,-56
16:21:39.696,Node2,-51
16:21:56.622,Node1,-56
16:21:56.622,Node0,-55
16:21:56.622,Node3,-57
16:21:56.622,Node5,-55
16:21:56.622,Node2,-52
16:22:13.575,Node1,-57
16:22:13.575,Node0,-56
16:22:13.575,Node3,-58
16:22:13.575,Node5,-55
16:22:13.575,Node2,-53
16:22:30.527,Node1,-58
16:22:30.527,Node0,-53
16:22:30.527,Node3,-59
16:22:30.527,Node5,-56
16:22:30.527,Node2,-51
16:22:45.487,Node1,-59
16:22:45.487,Node0,-56
16:22:45.487,Node3,-62
16:22:45.487,Node5,-58
16:22:45.487,Node2,-52
16:23:2.375,Node1,-56
16:23:2.375,Node0,-56
16:23:2.375,Node3,-64
16:23:2.375,Node5,-55
16:23:2.375,Node2,-52
16:23:17.323,Node1,-59
16:23:17.323,Node0,-55
16:23:17.323,Node3,-61
16:23:17.323,Node5,-55
16:23:17.323,Node2,-52
16:23:40.285,Node1,-55
16:23:40.285,Node0,-55
16:23:40.285,Node3,-57
16:23:40.285,Node5,-54
16:23:40.285,Node2,-52
16:23:57.179,Node1,-54
16:23:57.179,Node0,-56
16:23:57.179,Node3,-56
16:23:57.179,Node5,-56
16:23:57.179,Node2,-52
16:24:14.103,Node1,-54
16:24:14.103,Node0,-54
16:24:14.103,Node3,-60
16:24:14.103,Node5,-55
16:24:14.103,Node2,-56
16:24:31.067,Node1,-56
16:24:31.067,Node0,-57
16:24:31.067,Node3,-60
16:24:31.067,Node5,-55
16:24:31.067,Node2,-58
16:24:45.957,Node1,-54
16:24:45.957,Node0,-55
16:24:45.957,Node3,-57
16:24:45.957,Node5,-54
16:24:45.957,Node2,-52
16:25:2.849,Node1,-53
16:25:2.849,Node0,-53
16:25:2.849,Node3,-57
16:25:2.849,Node5,-52
16:25:2.849,Node2,-57
16:25:17.795,Node1,-52
16:25:17.795,Node0,-54
16:25:17.795,Node3,-55
16:25:17.795,Node5,-56
16:25:17.795,Node2,-55
16:25:34.723,Node1,-53
16:25:34.723,Node0,-57
16:25:34.723,Node3,-58
16:25:34.723,Node5,-58
16:25:34.723,Node2,-58
16:25:49.628,Node1,-53
16:25:49.628,Node0,-55
16:25:49.628,Node3,-61
16:25:49.628,Node5,-61
16:25:49.628,Node2,-55
16:26:6.531,Node1,-53
16:26:6.531,Node0,-57
16:26:6.531,Node3,-60
16:26:6.531,Node5,-58
16:26:6.531,Node2,-55
16:26:23.435,Node1,-53
16:26:23.435,Node0,-58
16:26:23.435,Node3,-59
16:26:23.435,Node5,-58
16:26:23.435,Node2,-56
16:26:46.381,Node1,-53
16:26:46.381,Node0,-55
16:26:46.381,Node3,-64
16:26:46.381,Node5,-58
16:26:46.381,Node2,-57
16:27:3.274,Node1,-54
16:27:3.274,Node0,-56
16:27:3.274,Node3,-67
16:27:3.274,Node5,-57
16:27:3.274,Node2,-62
16:27:18.198,Node1,-52
16:27:18.198,Node0,-53
16:27:18.198,Node3,-64
16:27:18.198,Node5,-56
16:27:18.198,Node2,-56
16:27:35.128,Node1,-52
16:27:35.128,Node0,-55
16:27:35.128,Node3,-62
16:27:35.128,Node5,-58
16:27:35.128,Node2,-62
16:27:52.078,Node1,-52
16:27:52.078,Node0,-54
16:27:52.078,Node3,-56
16:27:52.078,Node5,-57
16:27:52.078,Node2,-60
16:28:6.994,Node1,-54
16:28:6.994,Node0,-55
16:28:6.994,Node3,-56
16:28:6.994,Node5,-57
16:28:6.994,Node2,-59
16:28:21.942,Node1,-52
16:28:21.942,Node0,-58
16:28:21.942,Node3,-58
16:28:21.942,Node5,-59
16:28:21.942,Node2,-60
16:28:36.83,Node1,-52
16:28:36.83,Node0,-52
16:28:36.83,Node3,-56
16:28:36.83,Node5,-57
16:28:36.83,Node2,-57
16:28:53.75,Node1,-54
16:28:53.75,Node0,-53
16:28:53.75,Node3,-57
16:28:53.75,Node5,-55
16:28:53.75,Node2,-60
16:29:10.648,Node1,-55
16:29:10.648,Node0,-55
16:29:10.648,Node3,-56
16:29:10.648,Node5,-52
16:29:10.648,Node2,-62
16:29:27.545,Node1,-54
16:29:27.545,Node0,-52
16:29:27.545,Node3,-58
16:29:27.545,Node5,-59
16:29:27.545,Node2,-55
16:29:48.482,Node1,-55
16:29:48.482,Node0,-52
16:29:48.482,Node3,-56
16:29:48.482,Node5,-55
16:29:48.482,Node2,-53
16:30:5.419,Node1,-55
16:30:5.419,Node0,-54
16:30:5.419,Node3,-56
16:30:5.419,Node5,-53
16:30:5.419,Node2,-52
16:30:20.331,Node1,-56
16:30:20.331,Node0,-51
16:30:20.331,Node3,-62
16:30:20.331,Node5,-51
16:30:20.331,Node2,-51
16:30:37.219,Node1,-55
16:30:37.219,Node0,-60
16:30:37.219,Node3,-61
16:30:37.219,Node5,-53
16:30:37.219,Node2,-52
16:30:54.094,Node1,-55
16:30:54.094,Node0,-59
16:30:54.094,Node3,-61
16:30:54.094,Node5,-52
16:30:54.094,Node2,-54
16:31:11.035,Node1,-55
16:31:11.035,Node0,-53
16:31:11.035,Node3,-69
16:31:11.035,Node5,-50
16:31:11.035,Node2,-50
16:31:27.976,Node1,-54
16:31:27.976,Node0,-53
16:31:27.976,Node3,-73
16:31:27.976,Node5,-56
16:31:27.976,Node2,-53
16:31:42.87,Node1,-55
16:31:42.87,Node0,-53
16:31:42.87,Node3,-69
16:31:42.87,Node5,-53
16:31:42.87,Node2,-52
16:31:57.793,Node1,-54
16:31:57.793,Node0,-50
16:31:57.793,Node3,-67
16:31:57.793,Node5,-54
16:31:57.793,Node2,-53
16:32:14.724,Node1,-56
16:32:14.724,Node0,-54
16:32:14.724,Node3,-68
16:32:14.724,Node5,-54
16:32:14.724,Node2,-57
16:32:31.687,Node1,-57
16:32:31.687,Node0,-51
16:32:31.687,Node3,-61
16:32:31.687,Node5,-53
16:32:31.687,Node2,-54
16:32:52.606,Node1,-56
16:32:52.606,Node0,-55
16:32:52.606,Node3,-61
16:32:52.606,Node5,-53
16:32:52.606,Node2,-54
16:33:9.517,Node1,-56
16:33:9.517,Node0,-55
16:33:9.517,Node3,-67
16:33:9.517,Node5,-53
16:33:9.517,Node2,-53
16:33:26.41,Node1,-55
16:33:26.41,Node0,-52
16:33:26.41,Node3,-61
16:33:26.41,Node5,-54
16:33:26.41,Node2,-53
16:33:41.369,Node1,-55
16:33:41.369,Node0,-53
16:33:41.369,Node3,-65
16:33:41.369,Node5,-53
16:33:41.369,Node2,-55
16:33:58.311,Node1,-53
16:33:58.311,Node0,-52
16:33:58.311,Node3,-59
16:33:58.311,Node5,-53
16:33:58.311,Node2,-55
16:34:15.258,Node1,-54
16:34:15.258,Node0,-54
16:34:15.258,Node3,-61
16:34:15.258,Node5,-54
16:34:15.258,Node2,-53
16:34:32.175,Node1,-55
16:34:32.175,Node0,-52
16:34:32.175,Node3,-59
16:34:32.175,Node5,-52
16:34:32.175,Node2,-50
16:34:49.095,Node1,-55
16:34:49.095,Node0,-53
16:34:49.095,Node3,-63
16:34:49.095,Node5,-54
16:34:49.095,Node2,-54
16:35:4.018,Node1,-54
16:35:4.018,Node0,-52
16:35:4.018,Node3,-65
16:35:4.018,Node5,-55
16:35:4.018,Node2,-58
16:35:20.948,Node1,-57
16:35:20.948,Node0,-53
16:35:20.948,Node3,-67
16:35:20.948,Node5,-56
16:35:20.948,Node2,-49
16:35:35.832,Node1,-56
16:35:35.832,Node0,-55
16:35:35.832,Node3,-67
16:35:35.832,Node5,-56
16:35:35.832,Node2,-49
16:36:0.8,Node1,-56
16:36:0.8,Node0,-57
16:36:0.8,Node3,-67
16:36:0.8,Node5,-58
16:36:0.8,Node2,-52
16:36:17.708,Node1,-55
16:36:17.708,Node0,-54
16:36:17.708,Node3,-61
16:36:17.708,Node5,-56
16:36:17.708,Node2,-55
16:36:32.606,Node1,-57
16:36:32.606,Node0,-57
16:36:32.606,Node3,-64
16:36:32.606,Node5,-56
16:36:32.606,Node2,-53
16:36:49.521,Node1,-54
16:36:49.521,Node0,-54
16:36:49.521,Node3,-69
16:36:49.521,Node5,-55
16:36:49.521,Node2,-54
16:37:4.409,Node1,-56
16:37:4.409,Node0,-53
16:37:4.409,Node3,-77
16:37:4.409,Node5,-53
16:37:4.409,Node2,-55
16:37:21.304,Node1,-56
16:37:21.304,Node0,-53
16:37:21.304,Node3,-75
16:37:21.304,Node5,-53
16:37:21.304,Node2,-57
16:37:38.239,Node1,-57
16:37:38.239,Node0,-58
16:37:38.239,Node3,-74
16:37:38.239,Node5,-50
16:37:38.239,Node2,-55
16:37:53.134,Node1,-53
16:37:53.134,Node0,-61
16:37:53.134,Node3,-74
16:37:53.134,Node5,-54
16:37:53.134,Node2,-69
16:38:10.05,Node1,-54
16:38:10.05,Node0,-58
16:38:10.05,Node3,-72
16:38:10.05,Node5,-50
16:38:10.05,Node2,-55
16:38:24.99,Node1,-53
16:38:24.99,Node0,-62
16:38:24.99,Node3,-66
16:38:24.99,Node5,-51
16:38:24.99,Node2,-62
16:38:41.905,Node1,-54
16:38:41.905,Node0,-59
16:38:41.905,Node3,-65
16:38:41.905,Node5,-52
16:38:41.905,Node2,-61
16:39:4.822,Node1,-54
16:39:4.822,Node0,-59
16:39:4.822,Node3,-67
16:39:4.822,Node5,-54
16:39:4.822,Node2,-57
16:39:21.74,Node1,-62
16:39:21.74,Node0,-60
16:39:21.74,Node3,-75
16:39:21.74,Node5,-54
16:39:21.74,Node2,-57
16:39:36.656,Node1,-55
16:39:36.656,Node0,-57
16:39:36.656,Node3,-67
16:39:36.656,Node5,-55
16:39:36.656,Node2,-54
16:39:55.614,Node1,-55
16:39:55.614,Node0,-57
16:39:55.614,Node3,-68
16:39:55.614,Node5,-53
16:39:55.614,Node2,-56
16:40:10.52,Node1,-57
16:40:10.52,Node0,-53
16:40:10.52,Node3,-61
16:40:10.52,Node5,-52
16:40:10.52,Node2,-56
16:40:27.427,Node1,-58
16:40:27.427,Node0,-56
16:40:27.427,Node3,-58
16:40:27.427,Node5,-53
16:40:27.427,Node2,-53
16:40:42.343,Node1,-57
16:40:42.343,Node0,-55
16:40:42.343,Node3,-64
16:40:42.343,Node5,-54
16:40:42.343,Node2,-62
16:40:59.331,Node1,-54
16:40:59.331,Node0,-57
16:40:59.331,Node3,-61
16:40:59.331,Node5,-57
16:40:59.331,Node2,-59
16:41:14.268,Node1,-56
16:41:14.268,Node0,-55
16:41:14.268,Node3,-72
16:41:14.268,Node5,-55
16:41:14.268,Node2,-57
16:41:31.152,Node1,-56
16:41:31.152,Node0,-58
16:41:31.152,Node3,-66
16:41:31.152,Node5,-54
16:41:31.152,Node2,-57
16:41:48.104,Node1,-55
16:41:48.104,Node0,-55
16:41:48.104,Node3,-61
16:41:48.104,Node5,-56
16:41:48.104,Node2,-59
16:42:9.035,Node1,-54
16:42:9.035,Node0,-54
16:42:9.035,Node3,-63
16:42:9.035,Node5,-55
16:42:9.035,Node2,-54
16:42:23.945,Node1,-55
16:42:23.945,Node0,-54
16:42:23.945,Node3,-70
16:42:23.945,Node5,-52
16:42:23.945,Node2,-56
16:42:40.834,Node1,-53
16:42:40.834,Node0,-55
16:42:40.834,Node3,-70
16:42:40.834,Node5,-55
16:42:40.834,Node2,-58
16:42:57.821,Node1,-53
16:42:57.821,Node0,-56
16:42:57.821,Node3,-68
16:42:57.821,Node5,-58
16:42:57.821,Node2,-58
16:43:14.714,Node1,-54
16:43:14.714,Node0,-57
16:43:14.714,Node3,-56
16:43:14.714,Node5,-51
16:43:14.714,Node2,-57
16:43:29.634,Node1,-53
16:43:29.634,Node0,-53
16:43:29.634,Node3,-58
16:43:29.634,Node5,-51
16:43:29.634,Node2,-58
16:43:46.547,Node1,-55
16:43:46.547,Node0,-56
16:43:46.547,Node3,-64
16:43:46.547,Node5,-52
16:43:46.547,Node2,-55
16:44:3.515,Node1,-56
16:44:3.515,Node0,-58
16:44:3.515,Node3,-55
16:44:3.515,Node5,-52
16:44:3.515,Node2,-57
16:44:20.444,Node1,-55
16:44:20.444,Node0,-58
16:44:20.444,Node3,-61
16:44:20.444,Node5,-53
16:44:20.444,Node2,-58
16:44:35.364,Node1,-56
16:44:35.364,Node0,-57
16:44:35.364,Node3,-59
16:44:35.364,Node5,-53
16:44:35.364,Node2,-55
16:44:50.373,Node1,-56
16:44:50.373,Node0,-55
16:44:50.373,Node3,-56
16:44:50.373,Node5,-54
16:44:50.373,Node2,-54
16:45:13.354,Node1,-56
16:45:13.354,Node0,-59
16:45:13.354,Node3,-58
16:45:13.354,Node5,-50
16:45:13.354,Node2,-58
16:45:30.278,Node1,-56
16:45:30.278,Node0,-58
16:45:30.278,Node3,-60
16:45:30.278,Node5,-51
16:45:30.278,Node2,-56
16:45:45.241,Node1,-56
16:45:45.241,Node0,-54
16:45:45.241,Node3,-58
16:45:45.241,Node5,-53
16:45:45.241,Node2,-55
16:46:2.151,Node1,-54
16:46:2.151,Node0,-58
16:46:2.151,Node3,-62
16:46:2.151,Node5,-54
16:46:2.151,Node2,-63
16:46:19.046,Node1,-56
16:46:19.046,Node0,-56
16:46:19.046,Node3,-57
16:46:19.046,Node5,-55
16:46:19.046,Node2,-58
16:46:33.934,Node1,-57
16:46:33.934,Node0,-57
16:46:33.934,Node3,-58
16:46:33.934,Node5,-55
16:46:33.934,Node2,-56
16:46:50.867,Node1,-64
16:46:50.867,Node0,-60
16:46:50.867,Node3,-66
16:46:50.867,Node5,-54
16:46:50.867,Node2,-53
16:47:7.763,Node1,-57
16:47:7.763,Node0,-56
16:47:7.763,Node3,-57
16:47:7.763,Node5,-54
16:47:7.763,Node2,-52
16:47:20.667,Node1,-56
16:47:20.667,Node0,-58
16:47:20.667,Node3,-61
16:47:20.667,Node5,-52
16:47:20.667,Node2,-56
16:47:37.579,Node1,-60
16:47:37.579,Node0,-56
16:47:37.579,Node3,-67
16:47:37.579,Node5,-53
16:47:37.579,Node2,-56
16:47:52.497,Node1,-63
16:47:52.497,Node0,-58
16:47:52.497,Node3,-59
16:47:52.497,Node5,-54
16:47:52.497,Node2,-52
16:48:15.416,Node1,-58
16:48:15.416,Node0,-56
16:48:15.416,Node3,-59
16:48:15.416,Node5,-52
16:48:15.416,Node2,-52
16:48:30.307,Node1,-62
16:48:30.307,Node0,-59
16:48:30.307,Node3,-72
16:48:30.307,Node5,-54
16:48:30.307,Node2,-58
16:48:47.194,Node1,-57
16:48:47.194,Node0,-58
16:48:47.194,Node3,-64
16:48:47.194,Node5,-55
16:48:47.194,Node2,-57
16:49:2.076,Node1,-57
16:49:2.076,Node0,-57
16:49:2.076,Node3,-66
16:49:2.076,Node5,-56
16:49:2.076,Node2,-54
16:49:18.956,Node1,-60
16:49:18.956,Node0,-58
16:49:18.956,Node3,-64
16:49:18.956,Node5,-56
16:49:18.956,Node2,-54
16:49:35.822,Node1,-56
16:49:35.822,Node0,-57
16:49:35.822,Node3,-71
16:49:35.822,Node5,-59
16:49:35.822,Node2,-53
16:49:50.721,Node1,-55
16:49:50.721,Node0,-57
16:49:50.721,Node3,-65
16:49:50.721,Node5,-57
16:49:50.721,Node2,-52
16:50:7.606,Node1,-56
16:50:7.606,Node0,-56
16:50:7.606,Node3,-56
16:50:7.606,Node5,-53
16:50:7.606,Node2,-55
16:50:24.495,Node1,-57
16:50:24.495,Node0,-57
16:50:24.495,Node3,-57
16:50:24.495,Node5,-54
16:50:24.495,Node2,-55
16:50:41.351,Node1,-57
16:50:41.351,Node0,-56
16:50:41.351,Node3,-61
16:50:41.351,Node5,-56
16:50:41.351,Node2,-54
16:50:58.229,Node1,-55
16:50:58.229,Node0,-60
