1,-35
2,-54.66666667
3,-54
4,-51.33333333
5,-57
6,-59
7,-54.66666667
8,-58.33333333
9,-51.66666667
10,-61
11,-51.66666667
12,-56
13,-61.66666667
14,-62.33333333
15,-69
16,-59
17,-64.66666667
18,-57.66666667
19,-57.66666667
20,-65.33333333
21,-57.33333333
22,-59.66666667
23,-61
24,-59
25,-59.33333333
26,-61
27,-61
28,-60.33333333
29,-60.66666667
30,-67.33333333
