1,-37.33333333
2,-48.33333333
3,-46
4,-46.33333333
5,-50.33333333
6,-47.66666667
7,-62.33333333
8,-48
9,-55.66666667
10,-61
11,-55
12,-61.66666667
13,-68.33333333
14,-59.66666667
15,-70.66666667
16,-64.33333333
17,-64.66666667
18,-70
19,-67.33333333
20,-74
21,-62.66666667
22,-61.66666667
23,-67.33333333
24,-68.33333333
25,-72.33333333
26,-67
27,-68.66666667
28,-76.66666667
29,-73.33333333
30,-61.66666667
