1,-36.58571256
2,-43.97351481
3,-47.76542682
4,-51.75610645
5,-56.77371712
6,-55.96808956
7,-50.36598212
8,-52.59396731
9,-51.19844958
10,-57.36363716
11,-53.77305859
12,-67.36268172
13,-60.79540726
14,-60.97025839
15,-57.59436578
16,-59.39127113
17,-67.72548479
18,-59.7687239
19,-58.98632238
20,-64.70618129
21,-64.11311265
22,-62.39483414
23,-59.58793528
24,-58.79525146
25,-63.55837588
26,-66.96168487
27,-67.57188662
28,-69.13907165
29,-69.56692435
30,-79.57051406
