1,-37
2,-43
3,-48
4,-52
5,-57
6,-56
7,-50
8,-52
9,-51
10,-57
11,-53
12,-67
13,-61
14,-61
15,-58
16,-59
17,-70
18,-60
19,-60
20,-66
21,-64
22,-63
23,-59
24,-59
25,-62
26,-67
27,-67
28,-68
29,-69
30,-81
