1,-40.33333333
2,-49.33333333
3,-60.66666667
4,-52.66666667
5,-58
6,-50.33333333
7,-51.33333333
8,-50
9,-50
10,-55.33333333
11,-61.33333333
12,-53.66666667
13,-56.66666667
14,-66
15,-57
16,-58.66666667
17,-66
18,-62.66666667
19,-65.66666667
20,-67.33333333
21,-60.66666667
22,-67.33333333
23,-61.33333333
24,-64
25,-63
26,-67.33333333
27,-64.33333333
28,-65.66666667
29,-70.33333333
30,-67.66666667
