-62.024,-62.024,-43.572,-43.572,-57.72
-62.088,-62.088,-43.241,-43.241,-57.613
-62.151,-62.151,-42.922,-42.922,-57.505
-62.214,-62.214,-42.619,-42.619,-57.396
-62.277,-62.277,-42.338,-42.338,-57.285
-62.339,-62.339,-42.086,-42.086,-57.173
-62.401,-62.401,-41.868,-41.868,-57.06
-62.462,-62.462,-41.69,-41.69,-56.945
-62.523,-62.523,-41.559,-41.559,-56.828
-62.584,-62.584,-41.478,-41.478,-56.71
-62.644,-62.644,-41.451,-41.451,-56.59
-62.703,-62.703,-41.478,-41.478,-56.469
-62.763,-62.763,-41.559,-41.559,-56.345
-62.821,-62.821,-41.69,-41.69,-56.22
-62.88,-62.88,-41.868,-41.868,-56.094
-62.938,-62.938,-42.086,-42.086,-55.965
-62.996,-62.996,-42.338,-42.338,-55.834
-63.053,-63.053,-42.619,-42.619,-55.702
-63.11,-63.11,-42.922,-42.922,-55.567
-63.167,-63.167,-43.241,-43.241,-55.43
-63.223,-63.223,-43.572,-43.572,-55.291
-63.279,-63.279,-43.911,-43.911,-55.15
-63.334,-63.334,-44.254,-44.254,-55.006
-63.389,-63.389,-44.599,-44.599,-54.86
-63.444,-63.444,-44.943,-44.943,-54.712
-63.498,-63.498,-45.284,-45.284,-54.561
-63.553,-63.553,-45.621,-45.621,-54.407
-63.606,-63.606,-45.954,-45.954,-54.251
-63.66,-63.66,-46.281,-46.281,-54.091
-63.713,-63.713,-46.601,-46.601,-53.929
-63.766,-63.766,-46.916,-46.916,-53.763
-63.818,-63.818,-47.223,-47.223,-53.595
-63.87,-63.87,-47.524,-47.524,-53.423
-63.922,-63.922,-47.818,-47.818,-53.247
-63.974,-63.974,-48.105,-48.105,-53.068
-64.025,-64.025,-48.385,-48.385,-52.885
-64.076,-64.076,-48.659,-48.659,-52.699
-64.127,-64.127,-48.926,-48.926,-52.508
-64.177,-64.177,-49.187,-49.187,-52.312
-64.227,-64.227,-49.442,-49.442,-52.113
-64.277,-64.277,-49.691,-49.691,-51.908
-64.327,-64.327,-49.935,-49.935,-51.699
-64.376,-64.376,-50.172,-50.172,-51.485
-64.425,-64.425,-50.405,-50.405,-51.265
-64.473,-64.473,-50.632,-50.632,-51.039
-64.522,-64.522,-50.854,-50.854,-50.807
-64.57,-64.57,-51.071,-51.071,-50.569
-64.618,-64.618,-51.284,-51.284,-50.325
-64.666,-64.666,-51.492,-51.492,-50.073
-64.713,-64.713,-51.696,-51.696,-49.814
-64.76,-64.76,-51.895,-51.895,-49.546
-64.807,-64.807,-52.091,-52.091,-49.271
-64.853,-64.853,-52.283,-52.283,-48.986
-64.9,-64.9,-52.47,-52.47,-48.691
-64.946,-64.946,-52.655,-52.655,-48.387
-64.992,-64.992,-52.835,-52.835,-48.071
-65.037,-65.037,-53.013,-53.013,-47.743
-65.083,-65.083,-53.187,-53.187,-47.402
-65.128,-65.128,-53.358,-53.358,-47.048
-65.173,-65.173,-53.525,-53.525,-46.678
-65.218,-65.218,-53.69,-53.69,-46.292
-65.262,-65.262,-53.852,-53.852,-45.888
-65.306,-65.306,-54.011,-54.011,-45.464
-65.35,-65.35,-54.168,-54.168,-45.018
-65.394,-65.394,-54.321,-54.321,-44.549
-65.438,-65.438,-54.473,-54.473,-44.052
-65.481,-65.481,-54.622,-54.622,-43.526
-65.524,-65.524,-54.768,-54.768,-42.965
-65.567,-65.567,-54.912,-54.912,-42.366
-65.61,-65.61,-55.054,-55.054,-41.722
-65.652,-65.652,-55.194,-55.194,-41.027
-65.695,-65.695,-55.331,-55.331,-40.271
-65.737,-65.737,-55.467,-55.467,-39.443
-65.779,-65.779,-55.6,-55.6,-38.528
-65.821,-65.821,-55.732,-55.732,-37.505
-65.862,-65.862,-55.862,-55.862,-36.345
-65.903,-65.903,-55.99,-55.99,-35.006
-65.944,-65.944,-56.116,-56.116,-33.423
-65.985,-65.985,-56.24,-56.24,-31.485
-66.026,-66.026,-56.363,-56.363,-28.986
-66.067,-66.067,-56.484,-56.484,-25.464
-66.107,-66.107,-56.603,-56.603,-19.443
-66.147,-66.147,-56.721,-56.721,Inf
